year,garnizon,reason,suicides,outcome
2021,Białystok,mental illness,156,Attempted
2021,Białystok,physical illness,12,Attempted
2021,Białystok,virus carrier,0,Attempted
2021,Białystok,disability,1,Attempted
2021,Białystok,family problems,56,Attempted
2021,Białystok,conflict outside family,7,Attempted
2021,Białystok,heartbreak,62,Attempted
2021,Białystok,school/work problems,13,Attempted
2021,Białystok,loss of source of income,3,Attempted
2021,Białystok,poor economical condition,21,Attempted
2021,Białystok,committing a crime,1,Attempted
2021,Białystok,unwanted pregnancy,0,Attempted
2021,Białystok,death of a loved one,7,Attempted
2021,Białystok,threat or loss of residence,1,Attempted
2021,Białystok,loss of health,9,Attempted
2021,Gdańsk,mental illness,475,Attempted
2021,Gdańsk,physical illness,15,Attempted
2021,Gdańsk,virus carrier,0,Attempted
2021,Gdańsk,disability,3,Attempted
2021,Gdańsk,family problems,175,Attempted
2021,Gdańsk,conflict outside family,15,Attempted
2021,Gdańsk,heartbreak,198,Attempted
2021,Gdańsk,school/work problems,34,Attempted
2021,Gdańsk,loss of source of income,17,Attempted
2021,Gdańsk,poor economical condition,38,Attempted
2021,Gdańsk,committing a crime,7,Attempted
2021,Gdańsk,unwanted pregnancy,0,Attempted
2021,Gdańsk,death of a loved one,36,Attempted
2021,Gdańsk,threat or loss of residence,5,Attempted
2021,Gdańsk,loss of health,17,Attempted
2021,Gorzów Wlkp.,mental illness,68,Attempted
2021,Gorzów Wlkp.,physical illness,13,Attempted
2021,Gorzów Wlkp.,virus carrier,0,Attempted
2021,Gorzów Wlkp.,disability,3,Attempted
2021,Gorzów Wlkp.,family problems,34,Attempted
2021,Gorzów Wlkp.,conflict outside family,3,Attempted
2021,Gorzów Wlkp.,heartbreak,29,Attempted
2021,Gorzów Wlkp.,school/work problems,5,Attempted
2021,Gorzów Wlkp.,loss of source of income,2,Attempted
2021,Gorzów Wlkp.,poor economical condition,7,Attempted
2021,Gorzów Wlkp.,committing a crime,0,Attempted
2021,Gorzów Wlkp.,unwanted pregnancy,0,Attempted
2021,Gorzów Wlkp.,death of a loved one,6,Attempted
2021,Gorzów Wlkp.,threat or loss of residence,0,Attempted
2021,Gorzów Wlkp.,loss of health,6,Attempted
2021,Katowice,mental illness,492,Attempted
2021,Katowice,physical illness,33,Attempted
2021,Katowice,virus carrier,4,Attempted
2021,Katowice,disability,5,Attempted
2021,Katowice,family problems,178,Attempted
2021,Katowice,conflict outside family,20,Attempted
2021,Katowice,heartbreak,218,Attempted
2021,Katowice,school/work problems,29,Attempted
2021,Katowice,loss of source of income,19,Attempted
2021,Katowice,poor economical condition,59,Attempted
2021,Katowice,committing a crime,5,Attempted
2021,Katowice,unwanted pregnancy,0,Attempted
2021,Katowice,death of a loved one,38,Attempted
2021,Katowice,threat or loss of residence,4,Attempted
2021,Katowice,loss of health,32,Attempted
2021,Kielce,mental illness,122,Attempted
2021,Kielce,physical illness,12,Attempted
2021,Kielce,virus carrier,0,Attempted
2021,Kielce,disability,0,Attempted
2021,Kielce,family problems,69,Attempted
2021,Kielce,conflict outside family,6,Attempted
2021,Kielce,heartbreak,59,Attempted
2021,Kielce,school/work problems,12,Attempted
2021,Kielce,loss of source of income,6,Attempted
2021,Kielce,poor economical condition,14,Attempted
2021,Kielce,committing a crime,3,Attempted
2021,Kielce,unwanted pregnancy,1,Attempted
2021,Kielce,death of a loved one,14,Attempted
2021,Kielce,threat or loss of residence,1,Attempted
2021,Kielce,loss of health,14,Attempted
2021,Kraków,mental illness,394,Attempted
2021,Kraków,physical illness,15,Attempted
2021,Kraków,virus carrier,0,Attempted
2021,Kraków,disability,4,Attempted
2021,Kraków,family problems,98,Attempted
2021,Kraków,conflict outside family,8,Attempted
2021,Kraków,heartbreak,96,Attempted
2021,Kraków,school/work problems,21,Attempted
2021,Kraków,loss of source of income,7,Attempted
2021,Kraków,poor economical condition,28,Attempted
2021,Kraków,committing a crime,7,Attempted
2021,Kraków,unwanted pregnancy,1,Attempted
2021,Kraków,death of a loved one,20,Attempted
2021,Kraków,threat or loss of residence,0,Attempted
2021,Kraków,loss of health,16,Attempted
2021,Łódź,mental illness,368,Attempted
2021,Łódź,physical illness,27,Attempted
2021,Łódź,virus carrier,1,Attempted
2021,Łódź,disability,5,Attempted
2021,Łódź,family problems,147,Attempted
2021,Łódź,conflict outside family,15,Attempted
2021,Łódź,heartbreak,175,Attempted
2021,Łódź,school/work problems,37,Attempted
2021,Łódź,loss of source of income,28,Attempted
2021,Łódź,poor economical condition,49,Attempted
2021,Łódź,committing a crime,5,Attempted
2021,Łódź,unwanted pregnancy,0,Attempted
2021,Łódź,death of a loved one,56,Attempted
2021,Łódź,threat or loss of residence,8,Attempted
2021,Łódź,loss of health,24,Attempted
2021,Lublin,mental illness,133,Attempted
2021,Lublin,physical illness,11,Attempted
2021,Lublin,virus carrier,0,Attempted
2021,Lublin,disability,4,Attempted
2021,Lublin,family problems,52,Attempted
2021,Lublin,conflict outside family,6,Attempted
2021,Lublin,heartbreak,58,Attempted
2021,Lublin,school/work problems,6,Attempted
2021,Lublin,loss of source of income,7,Attempted
2021,Lublin,poor economical condition,19,Attempted
2021,Lublin,committing a crime,3,Attempted
2021,Lublin,unwanted pregnancy,1,Attempted
2021,Lublin,death of a loved one,9,Attempted
2021,Lublin,threat or loss of residence,0,Attempted
2021,Lublin,loss of health,15,Attempted
2021,Olsztyn,mental illness,131,Attempted
2021,Olsztyn,physical illness,8,Attempted
2021,Olsztyn,virus carrier,0,Attempted
2021,Olsztyn,disability,4,Attempted
2021,Olsztyn,family problems,52,Attempted
2021,Olsztyn,conflict outside family,7,Attempted
2021,Olsztyn,heartbreak,71,Attempted
2021,Olsztyn,school/work problems,8,Attempted
2021,Olsztyn,loss of source of income,3,Attempted
2021,Olsztyn,poor economical condition,15,Attempted
2021,Olsztyn,committing a crime,1,Attempted
2021,Olsztyn,unwanted pregnancy,0,Attempted
2021,Olsztyn,death of a loved one,15,Attempted
2021,Olsztyn,threat or loss of residence,1,Attempted
2021,Olsztyn,loss of health,7,Attempted
2021,Opole,mental illness,51,Attempted
2021,Opole,physical illness,5,Attempted
2021,Opole,virus carrier,0,Attempted
2021,Opole,disability,1,Attempted
2021,Opole,family problems,31,Attempted
2021,Opole,conflict outside family,0,Attempted
2021,Opole,heartbreak,24,Attempted
2021,Opole,school/work problems,10,Attempted
2021,Opole,loss of source of income,2,Attempted
2021,Opole,poor economical condition,11,Attempted
2021,Opole,committing a crime,3,Attempted
2021,Opole,unwanted pregnancy,0,Attempted
2021,Opole,death of a loved one,7,Attempted
2021,Opole,threat or loss of residence,0,Attempted
2021,Opole,loss of health,7,Attempted
2021,Poznań,mental illness,212,Attempted
2021,Poznań,physical illness,14,Attempted
2021,Poznań,virus carrier,0,Attempted
2021,Poznań,disability,1,Attempted
2021,Poznań,family problems,119,Attempted
2021,Poznań,conflict outside family,9,Attempted
2021,Poznań,heartbreak,71,Attempted
2021,Poznań,school/work problems,15,Attempted
2021,Poznań,loss of source of income,8,Attempted
2021,Poznań,poor economical condition,25,Attempted
2021,Poznań,committing a crime,3,Attempted
2021,Poznań,unwanted pregnancy,0,Attempted
2021,Poznań,death of a loved one,18,Attempted
2021,Poznań,threat or loss of residence,3,Attempted
2021,Poznań,loss of health,10,Attempted
2021,Rzeszów,mental illness,212,Attempted
2021,Rzeszów,physical illness,15,Attempted
2021,Rzeszów,virus carrier,0,Attempted
2021,Rzeszów,disability,0,Attempted
2021,Rzeszów,family problems,59,Attempted
2021,Rzeszów,conflict outside family,5,Attempted
2021,Rzeszów,heartbreak,41,Attempted
2021,Rzeszów,school/work problems,8,Attempted
2021,Rzeszów,loss of source of income,5,Attempted
2021,Rzeszów,poor economical condition,12,Attempted
2021,Rzeszów,committing a crime,3,Attempted
2021,Rzeszów,unwanted pregnancy,0,Attempted
2021,Rzeszów,death of a loved one,12,Attempted
2021,Rzeszów,threat or loss of residence,1,Attempted
2021,Rzeszów,loss of health,10,Attempted
2021,Szczecin,mental illness,147,Attempted
2021,Szczecin,physical illness,15,Attempted
2021,Szczecin,virus carrier,0,Attempted
2021,Szczecin,disability,1,Attempted
2021,Szczecin,family problems,75,Attempted
2021,Szczecin,conflict outside family,7,Attempted
2021,Szczecin,heartbreak,74,Attempted
2021,Szczecin,school/work problems,8,Attempted
2021,Szczecin,loss of source of income,6,Attempted
2021,Szczecin,poor economical condition,20,Attempted
2021,Szczecin,committing a crime,2,Attempted
2021,Szczecin,unwanted pregnancy,1,Attempted
2021,Szczecin,death of a loved one,16,Attempted
2021,Szczecin,threat or loss of residence,0,Attempted
2021,Szczecin,loss of health,13,Attempted
2021,Warszawa,mental illness,157,Attempted
2021,Warszawa,physical illness,11,Attempted
2021,Warszawa,virus carrier,2,Attempted
2021,Warszawa,disability,1,Attempted
2021,Warszawa,family problems,21,Attempted
2021,Warszawa,conflict outside family,6,Attempted
2021,Warszawa,heartbreak,31,Attempted
2021,Warszawa,school/work problems,5,Attempted
2021,Warszawa,loss of source of income,4,Attempted
2021,Warszawa,poor economical condition,11,Attempted
2021,Warszawa,committing a crime,0,Attempted
2021,Warszawa,unwanted pregnancy,0,Attempted
2021,Warszawa,death of a loved one,8,Attempted
2021,Warszawa,threat or loss of residence,0,Attempted
2021,Warszawa,loss of health,15,Attempted
2021,Radom,mental illness,138,Attempted
2021,Radom,physical illness,11,Attempted
2021,Radom,virus carrier,0,Attempted
2021,Radom,disability,2,Attempted
2021,Radom,family problems,68,Attempted
2021,Radom,conflict outside family,9,Attempted
2021,Radom,heartbreak,37,Attempted
2021,Radom,school/work problems,8,Attempted
2021,Radom,loss of source of income,6,Attempted
2021,Radom,poor economical condition,14,Attempted
2021,Radom,committing a crime,3,Attempted
2021,Radom,unwanted pregnancy,1,Attempted
2021,Radom,death of a loved one,13,Attempted
2021,Radom,threat or loss of residence,3,Attempted
2021,Radom,loss of health,9,Attempted
2021,Wrocław,mental illness,253,Attempted
2021,Wrocław,physical illness,19,Attempted
2021,Wrocław,virus carrier,0,Attempted
2021,Wrocław,disability,3,Attempted
2021,Wrocław,family problems,73,Attempted
2021,Wrocław,conflict outside family,4,Attempted
2021,Wrocław,heartbreak,95,Attempted
2021,Wrocław,school/work problems,16,Attempted
2021,Wrocław,loss of source of income,5,Attempted
2021,Wrocław,poor economical condition,23,Attempted
2021,Wrocław,committing a crime,5,Attempted
2021,Wrocław,unwanted pregnancy,0,Attempted
2021,Wrocław,death of a loved one,19,Attempted
2021,Wrocław,threat or loss of residence,2,Attempted
2021,Wrocław,loss of health,17,Attempted
2022,Bydgoszcz,mental illness,104,Attempted
2022,Bydgoszcz,physical illness,5,Attempted
2022,Bydgoszcz,virus carrier,0,Attempted
2022,Bydgoszcz,disability,1,Attempted
2022,Bydgoszcz,family problems,49,Attempted
2022,Bydgoszcz,conflict outside family,5,Attempted
2022,Bydgoszcz,heartbreak,46,Attempted
2022,Bydgoszcz,school/work problems,7,Attempted
2022,Bydgoszcz,loss of source of income,3,Attempted
2022,Bydgoszcz,poor economical condition,16,Attempted
2022,Bydgoszcz,committing a crime,1,Attempted
2022,Bydgoszcz,unwanted pregnancy,0,Attempted
2022,Bydgoszcz,death of a loved one,7,Attempted
2022,Bydgoszcz,threat or loss of residence,0,Attempted
2022,Bydgoszcz,loss of health,7,Attempted
2022,Białystok,mental illness,185,Attempted
2022,Białystok,physical illness,8,Attempted
2022,Białystok,virus carrier,0,Attempted
2022,Białystok,disability,1,Attempted
2022,Białystok,family problems,65,Attempted
2022,Białystok,conflict outside family,6,Attempted
2022,Białystok,heartbreak,55,Attempted
2022,Białystok,school/work problems,13,Attempted
2022,Białystok,loss of source of income,3,Attempted
2022,Białystok,poor economical condition,10,Attempted
2022,Białystok,committing a crime,2,Attempted
2022,Białystok,unwanted pregnancy,0,Attempted
2022,Białystok,death of a loved one,15,Attempted
2022,Białystok,threat or loss of residence,1,Attempted
2022,Białystok,loss of health,4,Attempted
2022,Gdańsk,mental illness,563,Attempted
2022,Gdańsk,physical illness,21,Attempted
2022,Gdańsk,virus carrier,0,Attempted
2022,Gdańsk,disability,4,Attempted
2022,Gdańsk,family problems,153,Attempted
2022,Gdańsk,conflict outside family,15,Attempted
2022,Gdańsk,heartbreak,209,Attempted
2022,Gdańsk,school/work problems,38,Attempted
2022,Gdańsk,loss of source of income,17,Attempted
2022,Gdańsk,poor economical condition,35,Attempted
2022,Gdańsk,committing a crime,10,Attempted
2022,Gdańsk,unwanted pregnancy,1,Attempted
2022,Gdańsk,death of a loved one,35,Attempted
2022,Gdańsk,threat or loss of residence,2,Attempted
2022,Gdańsk,loss of health,19,Attempted
2022,Gorzów Wlkp.,mental illness,70,Attempted
2022,Gorzów Wlkp.,physical illness,9,Attempted
2022,Gorzów Wlkp.,virus carrier,0,Attempted
2022,Gorzów Wlkp.,disability,1,Attempted
2022,Gorzów Wlkp.,family problems,29,Attempted
2022,Gorzów Wlkp.,conflict outside family,5,Attempted
2022,Gorzów Wlkp.,heartbreak,35,Attempted
2022,Gorzów Wlkp.,school/work problems,8,Attempted
2022,Gorzów Wlkp.,loss of source of income,2,Attempted
2022,Gorzów Wlkp.,poor economical condition,9,Attempted
2022,Gorzów Wlkp.,committing a crime,0,Attempted
2022,Gorzów Wlkp.,unwanted pregnancy,0,Attempted
2022,Gorzów Wlkp.,death of a loved one,5,Attempted
2022,Gorzów Wlkp.,threat or loss of residence,0,Attempted
2022,Gorzów Wlkp.,loss of health,8,Attempted
2022,Katowice,mental illness,566,Attempted
2022,Katowice,physical illness,45,Attempted
2022,Katowice,virus carrier,0,Attempted
2022,Katowice,disability,7,Attempted
2022,Katowice,family problems,186,Attempted
2022,Katowice,conflict outside family,20,Attempted
2022,Katowice,heartbreak,195,Attempted
2022,Katowice,school/work problems,56,Attempted
2022,Katowice,loss of source of income,16,Attempted
2022,Katowice,poor economical condition,43,Attempted
2022,Katowice,committing a crime,10,Attempted
2022,Katowice,unwanted pregnancy,0,Attempted
2022,Katowice,death of a loved one,59,Attempted
2022,Katowice,threat or loss of residence,13,Attempted
2022,Katowice,loss of health,37,Attempted
2022,Kielce,mental illness,141,Attempted
2022,Kielce,physical illness,5,Attempted
2022,Kielce,virus carrier,0,Attempted
2022,Kielce,disability,1,Attempted
2022,Kielce,family problems,55,Attempted
2022,Kielce,conflict outside family,4,Attempted
2022,Kielce,heartbreak,64,Attempted
2022,Kielce,school/work problems,16,Attempted
2022,Kielce,loss of source of income,5,Attempted
2022,Kielce,poor economical condition,9,Attempted
2022,Kielce,committing a crime,1,Attempted
2022,Kielce,unwanted pregnancy,0,Attempted
2022,Kielce,death of a loved one,9,Attempted
2022,Kielce,threat or loss of residence,1,Attempted
2022,Kielce,loss of health,11,Attempted
2022,Kraków,mental illness,448,Attempted
2022,Kraków,physical illness,16,Attempted
2022,Kraków,virus carrier,0,Attempted
2022,Kraków,disability,0,Attempted
2022,Kraków,family problems,101,Attempted
2022,Kraków,conflict outside family,8,Attempted
2022,Kraków,heartbreak,116,Attempted
2022,Kraków,school/work problems,25,Attempted
2022,Kraków,loss of source of income,8,Attempted
2022,Kraków,poor economical condition,20,Attempted
2022,Kraków,committing a crime,6,Attempted
2022,Kraków,unwanted pregnancy,1,Attempted
2022,Kraków,death of a loved one,26,Attempted
2022,Kraków,threat or loss of residence,2,Attempted
2022,Kraków,loss of health,21,Attempted
2022,Łódź,mental illness,451,Attempted
2022,Łódź,physical illness,24,Attempted
2022,Łódź,virus carrier,0,Attempted
2022,Łódź,disability,5,Attempted
2022,Łódź,family problems,142,Attempted
2022,Łódź,conflict outside family,22,Attempted
2022,Łódź,heartbreak,167,Attempted
2022,Łódź,school/work problems,46,Attempted
2022,Łódź,loss of source of income,11,Attempted
2022,Łódź,poor economical condition,41,Attempted
2022,Łódź,committing a crime,7,Attempted
2022,Łódź,unwanted pregnancy,0,Attempted
2022,Łódź,death of a loved one,39,Attempted
2022,Łódź,threat or loss of residence,3,Attempted
2022,Łódź,loss of health,35,Attempted
2022,Lublin,mental illness,171,Attempted
2022,Lublin,physical illness,12,Attempted
2022,Lublin,virus carrier,0,Attempted
2022,Lublin,disability,0,Attempted
2022,Lublin,family problems,64,Attempted
2022,Lublin,conflict outside family,3,Attempted
2022,Lublin,heartbreak,69,Attempted
2022,Lublin,school/work problems,12,Attempted
2022,Lublin,loss of source of income,2,Attempted
2022,Lublin,poor economical condition,12,Attempted
2022,Lublin,committing a crime,3,Attempted
2022,Lublin,unwanted pregnancy,0,Attempted
2022,Lublin,death of a loved one,8,Attempted
2022,Lublin,threat or loss of residence,0,Attempted
