year,garnizon,job,suicides,outcome
2016,Kielce,white collar,19,Attempted
2016,Kielce,self-employed,23,Attempted
2016,Kielce,farmer,33,Attempted
2016,Kielce,student (elementary),28,Attempted
2016,Kielce,student (college/university),5,Attempted
2016,Kielce,unemployed,273,Attempted
2016,Kraków,manual,103,Attempted
2016,Kraków,white collar,17,Attempted
2016,Kraków,self-employed,24,Attempted
2016,Kraków,farmer,31,Attempted
2016,Kraków,student (elementary),47,Attempted
2016,Kraków,student (college/university),13,Attempted
2016,Kraków,unemployed,160,Attempted
2016,Łódź,manual,142,Attempted
2016,Łódź,white collar,22,Attempted
2016,Łódź,self-employed,29,Attempted
2016,Łódź,farmer,34,Attempted
2016,Łódź,student (elementary),52,Attempted
2016,Łódź,student (college/university),8,Attempted
2016,Łódź,unemployed,235,Attempted
2016,Lublin,manual,56,Attempted
2016,Lublin,white collar,11,Attempted
2016,Lublin,self-employed,10,Attempted
2016,Lublin,farmer,35,Attempted
2016,Lublin,student (elementary),29,Attempted
2016,Lublin,student (college/university),10,Attempted
2016,Lublin,unemployed,106,Attempted
2016,Olsztyn,manual,45,Attempted
2016,Olsztyn,white collar,6,Attempted
2016,Olsztyn,self-employed,16,Attempted
2016,Olsztyn,farmer,15,Attempted
2016,Olsztyn,student (elementary),31,Attempted
2016,Olsztyn,student (college/university),1,Attempted
2016,Olsztyn,unemployed,122,Attempted
2016,Opole,manual,39,Attempted
2016,Opole,white collar,3,Attempted
2016,Opole,self-employed,7,Attempted
2016,Opole,farmer,6,Attempted
2016,Opole,student (elementary),12,Attempted
2016,Opole,student (college/university),0,Attempted
2016,Opole,unemployed,64,Attempted
2016,Poznań,manual,84,Attempted
2016,Poznań,white collar,12,Attempted
2016,Poznań,self-employed,13,Attempted
2016,Poznań,farmer,23,Attempted
2016,Poznań,student (elementary),24,Attempted
2016,Poznań,student (college/university),4,Attempted
2016,Poznań,unemployed,133,Attempted
2016,Rzeszów,manual,63,Attempted
2016,Rzeszów,white collar,6,Attempted
2016,Rzeszów,self-employed,13,Attempted
2016,Rzeszów,farmer,9,Attempted
2016,Rzeszów,student (elementary),22,Attempted
2016,Rzeszów,student (college/university),3,Attempted
2016,Rzeszów,unemployed,127,Attempted
2016,Szczecin,manual,68,Attempted
2016,Szczecin,white collar,8,Attempted
2016,Szczecin,self-employed,16,Attempted
2016,Szczecin,farmer,6,Attempted
2016,Szczecin,student (elementary),18,Attempted
2016,Szczecin,student (college/university),4,Attempted
2016,Szczecin,unemployed,104,Attempted
2016,Warszawa,manual,42,Attempted
2016,Warszawa,white collar,18,Attempted
2016,Warszawa,self-employed,24,Attempted
2016,Warszawa,farmer,5,Attempted
2016,Warszawa,student (elementary),5,Attempted
2016,Warszawa,student (college/university),11,Attempted
2016,Warszawa,unemployed,78,Attempted
2016,Radom,manual,87,Attempted
2016,Radom,white collar,10,Attempted
2016,Radom,self-employed,15,Attempted
2016,Radom,farmer,51,Attempted
2016,Radom,student (elementary),22,Attempted
2016,Radom,student (college/university),1,Attempted
2016,Radom,unemployed,116,Attempted
2016,Wrocław,manual,64,Attempted
2016,Wrocław,white collar,11,Attempted
2016,Wrocław,self-employed,15,Attempted
2016,Wrocław,farmer,7,Attempted
2016,Wrocław,student (elementary),22,Attempted
2016,Wrocław,student (college/university),3,Attempted
2016,Wrocław,unemployed,141,Attempted
2017,Bydgoszcz,permanent,34,Attempted
2017,Bydgoszcz,casual,38,Attempted
2017,Bydgoszcz,self-employed,11,Attempted
2017,Bydgoszcz,farmer,11,Attempted
2017,Bydgoszcz,student (elementary),19,Attempted
2017,Bydgoszcz,student (college/university),4,Attempted
2017,Bydgoszcz,unemployed,64,Attempted
2017,Białystok,permanent,40,Attempted
2017,Białystok,casual,30,Attempted
2017,Białystok,self-employed,11,Attempted
2017,Białystok,farmer,23,Attempted
2017,Białystok,student (elementary),30,Attempted
2017,Białystok,student (college/university),1,Attempted
2017,Białystok,unemployed,73,Attempted
2017,Gdańsk,permanent,49,Attempted
2017,Gdańsk,casual,41,Attempted
2017,Gdańsk,self-employed,15,Attempted
2017,Gdańsk,farmer,5,Attempted
2017,Gdańsk,student (elementary),47,Attempted
2017,Gdańsk,student (college/university),1,Attempted
2017,Gdańsk,unemployed,95,Attempted
2017,Gorzów Wlkp.,permanent,18,Attempted
2017,Gorzów Wlkp.,casual,11,Attempted
2017,Gorzów Wlkp.,self-employed,5,Attempted
2017,Gorzów Wlkp.,farmer,2,Attempted
2017,Gorzów Wlkp.,student (elementary),11,Attempted
2017,Gorzów Wlkp.,student (college/university),2,Attempted
2017,Gorzów Wlkp.,unemployed,40,Attempted
2017,Katowice,permanent,289,Attempted
2017,Katowice,casual,103,Attempted
2017,Katowice,self-employed,34,Attempted
2017,Katowice,farmer,5,Attempted
2017,Katowice,student (elementary),116,Attempted
2017,Katowice,student (college/university),9,Attempted
2017,Katowice,unemployed,321,Attempted
2017,Kielce,permanent,88,Attempted
2017,Kielce,casual,82,Attempted
2017,Kielce,self-employed,9,Attempted
2017,Kielce,farmer,30,Attempted
2017,Kielce,student (elementary),40,Attempted
2017,Kielce,student (college/university),5,Attempted
2017,Kielce,unemployed,184,Attempted
2017,Kraków,permanent,129,Attempted
2017,Kraków,casual,74,Attempted
2017,Kraków,self-employed,19,Attempted
2017,Kraków,farmer,30,Attempted
2017,Kraków,student (elementary),71,Attempted
2017,Kraków,student (college/university),13,Attempted
2017,Kraków,unemployed,144,Attempted
2017,Łódź,permanent,185,Attempted
2017,Łódź,casual,99,Attempted
2017,Łódź,self-employed,21,Attempted
2017,Łódź,farmer,40,Attempted
2017,Łódź,student (elementary),78,Attempted
2017,Łódź,student (college/university),13,Attempted
2017,Łódź,unemployed,269,Attempted
2017,Lublin,permanent,71,Attempted
2017,Lublin,casual,58,Attempted
2017,Lublin,self-employed,13,Attempted
2017,Lublin,farmer,33,Attempted
2017,Lublin,student (elementary),28,Attempted
2017,Lublin,student (college/university),11,Attempted
2017,Lublin,unemployed,116,Attempted
2017,Olsztyn,permanent,64,Attempted
2017,Olsztyn,casual,32,Attempted
2017,Olsztyn,self-employed,10,Attempted
2017,Olsztyn,farmer,8,Attempted
2017,Olsztyn,student (elementary),46,Attempted
2017,Olsztyn,student (college/university),2,Attempted
2017,Olsztyn,unemployed,109,Attempted
2017,Opole,permanent,50,Attempted
2017,Opole,casual,31,Attempted
2017,Opole,self-employed,6,Attempted
2017,Opole,farmer,8,Attempted
2017,Opole,student (elementary),10,Attempted
2017,Opole,student (college/university),2,Attempted
2017,Opole,unemployed,62,Attempted
2017,Poznań,permanent,97,Attempted
2017,Poznań,casual,39,Attempted
2017,Poznań,self-employed,25,Attempted
2017,Poznań,farmer,26,Attempted
2017,Poznań,student (elementary),33,Attempted
2017,Poznań,student (college/university),3,Attempted
2017,Poznań,unemployed,140,Attempted
2017,Rzeszów,permanent,85,Attempted
2017,Rzeszów,casual,47,Attempted
2017,Rzeszów,self-employed,14,Attempted
2017,Rzeszów,farmer,16,Attempted
2017,Rzeszów,student (elementary),38,Attempted
2017,Rzeszów,student (college/university),5,Attempted
2017,Rzeszów,unemployed,141,Attempted
2017,Szczecin,permanent,67,Attempted
2017,Szczecin,casual,45,Attempted
2017,Szczecin,self-employed,9,Attempted
2017,Szczecin,farmer,3,Attempted
2017,Szczecin,student (elementary),22,Attempted
2017,Szczecin,student (college/university),3,Attempted
2017,Szczecin,unemployed,111,Attempted
2017,Warszawa,permanent,62,Attempted
2017,Warszawa,casual,27,Attempted
2017,Warszawa,self-employed,21,Attempted
2017,Warszawa,farmer,5,Attempted
2017,Warszawa,student (elementary),20,Attempted
2017,Warszawa,student (college/university),14,Attempted
2017,Warszawa,unemployed,87,Attempted
2017,Radom,permanent,81,Attempted
2017,Radom,casual,57,Attempted
2017,Radom,self-employed,13,Attempted
2017,Radom,farmer,31,Attempted
2017,Radom,student (elementary),39,Attempted
2017,Radom,student (college/university),3,Attempted
2017,Radom,unemployed,136,Attempted
2017,Wrocław,permanent,83,Attempted
2017,Wrocław,casual,44,Attempted
2017,Wrocław,self-employed,18,Attempted
2017,Wrocław,farmer,6,Attempted
2017,Wrocław,student (elementary),41,Attempted
2017,Wrocław,student (college/university),2,Attempted
2017,Wrocław,unemployed,142,Attempted
2018,Bydgoszcz,permanent,38,Attempted
2018,Bydgoszcz,casual,18,Attempted
2018,Bydgoszcz,self-employed,5,Attempted
2018,Bydgoszcz,farmer,17,Attempted
2018,Bydgoszcz,student (elementary),22,Attempted
2018,Bydgoszcz,student (college/university),4,Attempted
2018,Bydgoszcz,unemployed,63,Attempted
2018,Białystok,permanent,29,Attempted
2018,Białystok,casual,24,Attempted
2018,Białystok,self-employed,6,Attempted
2018,Białystok,farmer,24,Attempted
2018,Białystok,student (elementary),21,Attempted
2018,Białystok,student (college/university),2,Attempted
2018,Białystok,unemployed,54,Attempted
2018,Gdańsk,permanent,62,Attempted
2018,Gdańsk,casual,36,Attempted
2018,Gdańsk,self-employed,13,Attempted
2018,Gdańsk,farmer,10,Attempted
2018,Gdańsk,student (elementary),56,Attempted
2018,Gdańsk,student (college/university),4,Attempted
2018,Gdańsk,unemployed,76,Attempted
2018,Gorzów Wlkp.,permanent,22,Attempted
2018,Gorzów Wlkp.,casual,11,Attempted
2018,Gorzów Wlkp.,self-employed,2,Attempted
2018,Gorzów Wlkp.,farmer,0,Attempted
2018,Gorzów Wlkp.,student (elementary),8,Attempted
2018,Gorzów Wlkp.,student (college/university),2,Attempted
2018,Gorzów Wlkp.,unemployed,34,Attempted
2018,Katowice,permanent,269,Attempted
2018,Katowice,casual,106,Attempted
2018,Katowice,self-employed,38,Attempted
2018,Katowice,farmer,7,Attempted
2018,Katowice,student (elementary),123,Attempted
2018,Katowice,student (college/university),13,Attempted
2018,Katowice,unemployed,272,Attempted
2018,Kielce,permanent,83,Attempted
2018,Kielce,casual,61,Attempted
2018,Kielce,self-employed,16,Attempted
2018,Kielce,farmer,26,Attempted
2018,Kielce,student (elementary),54,Attempted
2018,Kielce,student (college/university),2,Attempted
2018,Kielce,unemployed,163,Attempted
2018,Kraków,permanent,115,Attempted
2018,Kraków,casual,52,Attempted
2018,Kraków,self-employed,24,Attempted
2018,Kraków,farmer,24,Attempted
2018,Kraków,student (elementary),74,Attempted
2018,Kraków,student (college/university),11,Attempted
2018,Kraków,unemployed,147,Attempted
2018,Łódź,permanent,197,Attempted
2018,Łódź,casual,79,Attempted
2018,Łódź,self-employed,28,Attempted
2018,Łódź,farmer,34,Attempted
2018,Łódź,student (elementary),77,Attempted
2018,Łódź,student (college/university),19,Attempted
2018,Łódź,unemployed,264,Attempted
2018,Lublin,permanent,83,Attempted
2018,Lublin,casual,60,Attempted
2018,Lublin,self-employed,10,Attempted
2018,Lublin,farmer,38,Attempted
2018,Lublin,student (elementary),40,Attempted
2018,Lublin,student (college/university),8,Attempted
2018,Lublin,unemployed,112,Attempted
2018,Olsztyn,permanent,79,Attempted
2018,Olsztyn,casual,31,Attempted
2018,Olsztyn,self-employed,5,Attempted
2018,Olsztyn,farmer,10,Attempted
2018,Olsztyn,student (elementary),36,Attempted
2018,Olsztyn,student (college/university),2,Attempted
2018,Olsztyn,unemployed,126,Attempted
2018,Opole,permanent,45,Attempted
2018,Opole,casual,17,Attempted
2018,Opole,self-employed,8,Attempted
2018,Opole,farmer,2,Attempted
2018,Opole,student (elementary),16,Attempted
2018,Opole,student (college/university),0,Attempted
2018,Opole,unemployed,47,Attempted
2018,Poznań,permanent,97,Attempted
2018,Poznań,casual,59,Attempted
2018,Poznań,self-employed,24,Attempted
2018,Poznań,farmer,30,Attempted
2018,Poznań,student (elementary),35,Attempted
2018,Poznań,student (college/university),2,Attempted
2018,Poznań,unemployed,122,Attempted
2018,Rzeszów,permanent,93,Attempted
2018,Rzeszów,casual,64,Attempted
2018,Rzeszów,self-employed,6,Attempted
2018,Rzeszów,farmer,12,Attempted
2018,Rzeszów,student (elementary),46,Attempted
2018,Rzeszów,student (college/university),8,Attempted
2018,Rzeszów,unemployed,109,Attempted
2018,Szczecin,permanent,68,Attempted
2018,Szczecin,casual,37,Attempted
2018,Szczecin,self-employed,5,Attempted
2018,Szczecin,farmer,5,Attempted
2018,Szczecin,student (elementary),21,Attempted
2018,Szczecin,student (college/university),3,Attempted
2018,Szczecin,unemployed,74,Attempted
2018,Warszawa,permanent,56,Attempted
2018,Warszawa,casual,21,Attempted
2018,Warszawa,self-employed,20,Attempted
2018,Warszawa,farmer,6,Attempted
2018,Warszawa,student (elementary),23,Attempted
2018,Warszawa,student (college/university),10,Attempted
2018,Warszawa,unemployed,60,Attempted
2018,Radom,permanent,77,Attempted
2018,Radom,casual,63,Attempted
2018,Radom,self-employed,9,Attempted
2018,Radom,farmer,46,Attempted
2018,Radom,student (elementary),37,Attempted
2018,Radom,student (college/university),4,Attempted
2018,Radom,unemployed,119,Attempted
2018,Wrocław,permanent,108,Attempted
2018,Wrocław,casual,48,Attempted
2018,Wrocław,self-employed,19,Attempted
2018,Wrocław,farmer,6,Attempted
2018,Wrocław,student (elementary),46,Attempted
2018,Wrocław,student (college/university),5,Attempted
2018,Wrocław,unemployed,119,Attempted
2019,Bydgoszcz,permanent,48,Attempted
2019,Bydgoszcz,casual,22,Attempted
2019,Bydgoszcz,self-employed,9,Attempted
2019,Bydgoszcz,farmer,12,Attempted
2019,Bydgoszcz,student (elementary),19,Attempted
2019,Bydgoszcz,student (college/university),2,Attempted
2019,Bydgoszcz,unemployed,62,Attempted
2019,Białystok,permanent,39,Attempted
2019,Białystok,casual,23,Attempted
2019,Białystok,self-employed,9,Attempted
2019,Białystok,farmer,37,Attempted
2019,Białystok,student (elementary),35,Attempted
2019,Białystok,student (college/university),3,Attempted
2019,Białystok,unemployed,56,Attempted
2019,Gdańsk,permanent,77,Attempted
2019,Gdańsk,casual,32,Attempted
2019,Gdańsk,self-employed,12,Attempted
2019,Gdańsk,farmer,5,Attempted
2019,Gdańsk,student (elementary),59,Attempted
2019,Gdańsk,student (college/university),2,Attempted
2019,Gdańsk,unemployed,98,Attempted
2019,Gorzów Wlkp.,permanent,41,Attempted
2019,Gorzów Wlkp.,casual,16,Attempted
2019,Gorzów Wlkp.,self-employed,7,Attempted
2019,Gorzów Wlkp.,farmer,1,Attempted
2019,Gorzów Wlkp.,student (elementary),20,Attempted
2019,Gorzów Wlkp.,student (college/university),1,Attempted
2019,Gorzów Wlkp.,unemployed,40,Attempted
2019,Katowice,permanent,266,Attempted
2019,Katowice,casual,88,Attempted
2019,Katowice,self-employed,31,Attempted
2019,Katowice,farmer,2,Attempted
2019,Katowice,student (elementary),131,Attempted
2019,Katowice,student (college/university),11,Attempted
2019,Katowice,unemployed,284,Attempted
2019,Kielce,permanent,83,Attempted
2019,Kielce,casual,48,Attempted
2019,Kielce,self-employed,15,Attempted
2019,Kielce,farmer,16,Attempted
2019,Kielce,student (elementary),50,Attempted
2019,Kielce,student (college/university),5,Attempted
2019,Kielce,unemployed,156,Attempted
2019,Kraków,permanent,140,Attempted
2019,Kraków,casual,73,Attempted
2019,Kraków,self-employed,24,Attempted
2019,Kraków,farmer,23,Attempted
2019,Kraków,student (elementary),96,Attempted
2019,Kraków,student (college/university),19,Attempted
2019,Kraków,unemployed,155,Attempted
2019,Łódź,permanent,219,Attempted
2019,Łódź,casual,69,Attempted
2019,Łódź,self-employed,25,Attempted
2019,Łódź,farmer,25,Attempted
2019,Łódź,student (elementary),98,Attempted
2019,Łódź,student (college/university),23,Attempted
2019,Łódź,unemployed,243,Attempted
2019,Lublin,permanent,72,Attempted
2019,Lublin,casual,54,Attempted
2019,Lublin,self-employed,15,Attempted
2019,Lublin,farmer,35,Attempted
2019,Lublin,student (elementary),58,Attempted
2019,Lublin,student (college/university),6,Attempted
2019,Lublin,unemployed,123,Attempted
2019,Olsztyn,permanent,66,Attempted
2019,Olsztyn,casual,45,Attempted
2019,Olsztyn,self-employed,6,Attempted
2019,Olsztyn,farmer,11,Attempted
2019,Olsztyn,student (elementary),38,Attempted
2019,Olsztyn,student (college/university),5,Attempted
2019,Olsztyn,unemployed,119,Attempted
2019,Opole,permanent,51,Attempted
2019,Opole,casual,13,Attempted
2019,Opole,self-employed,6,Attempted
2019,Opole,farmer,6,Attempted
2019,Opole,student (elementary),9,Attempted
2019,Opole,student (college/university),0,Attempted
2019,Opole,unemployed,43,Attempted
2019,Poznań,permanent,119,Attempted
2019,Poznań,casual,47,Attempted
2019,Poznań,self-employed,22,Attempted
2019,Poznań,farmer,14,Attempted
2019,Poznań,student (elementary),42,Attempted
2019,Poznań,student (college/university),3,Attempted
2019,Poznań,unemployed,131,Attempted
2019,Rzeszów,permanent,96,Attempted
2019,Rzeszów,casual,44,Attempted
2019,Rzeszów,self-employed,14,Attempted
2019,Rzeszów,farmer,18,Attempted
2019,Rzeszów,student (elementary),54,Attempted
2019,Rzeszów,student (college/university),2,Attempted
2019,Rzeszów,unemployed,111,Attempted
2019,Szczecin,permanent,71,Attempted
2019,Szczecin,casual,33,Attempted
2019,Szczecin,self-employed,14,Attempted
2019,Szczecin,farmer,4,Attempted
2019,Szczecin,student (elementary),28,Attempted
2019,Szczecin,student (college/university),4,Attempted
2019,Szczecin,unemployed,114,Attempted
2019,Warszawa,permanent,64,Attempted
2019,Warszawa,casual,26,Attempted
2019,Warszawa,self-employed,14,Attempted
2019,Warszawa,farmer,5,Attempted
2019,Warszawa,student (elementary),33,Attempted
2019,Warszawa,student (college/university),2,Attempted
2019,Warszawa,unemployed,56,Attempted
2019,Radom,permanent,79,Attempted
2019,Radom,casual,69,Attempted
2019,Radom,self-employed,18,Attempted
2019,Radom,farmer,44,Attempted
2019,Radom,student (elementary),39,Attempted
2019,Radom,student (college/university),1,Attempted
